post_id,platform,account_name,account_type,source_category,source_url,published_at,post_text,translated_text_bm,language_detected,constituency,dun_code,district,party_mentioned,candidate_mentioned,issue_cluster,sentiment,sentiment_score,emotion,likes,comments,shares,views,engagement_total,stance_dap,stance_mca,stance_pn,stance_bn,ethnic_sensitive_flag,religion_sensitive_flag,misinformation_flag,risk_level,state,crawl_community,query_id,jenis_suara,weight_analisis,crawl_pipeline,engagement_rate
NS-d9936ffda2ae471d,news,post,Media,Public User,https://www.hmetro.com.my/global/asia/2026/07/1379786/ribuan-hadir-solat-jenazah-besar-besaran-ke-atas-ali-khamenei,2026-07-05 17:25:57,"Ribuan hadir solat jenazah besar-besaran ke atas Ali Khamenei. Tehran: Solat jenazah besar-besaran diadakan di ibu negara Iran, Tehran hari ini untuk Pemimpin Agung negara itu, Allahyarham Ali Khamenei yang berlangsung di Masjid Imam Khomeini Mosalla, lapor Anadolu Ajansi.",,ms,Seremban,NS-N21,Seremban,,,Other,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-423c49bed052fa60,news,post,Media,Public User,https://www.hmetro.com.my/arena/bola-sepak/2026/07/1379784/portugal-sedia-tempur-sepanyol-di-arlington,2026-07-05 17:18:25,Portugal sedia tempur Sepanyol di Arlington. Dallas: Portugal mengadakan sesi latihan terakhir hari ini sebagai persiapan menghadapi Sepanyol pada aksi pusingan 16 terbaik Piala Dunia 2026 di Amerika Syarikat.,,ms,Seremban,NS-N21,Seremban,,,DAP Performance,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-78656557735486cd,news,post,Media,Public User,https://www.hmetro.com.my/arena/bola-sepak/2026/07/1379778/pasang-benteng-elak-diintip,2026-07-05 17:10:28,"AS pasang benteng elak diintip. Seattle: Skuad bola sepak kebangsaan Amerika Syarikat (AS) bertindak memasang penghadang khas di kawasan berbukit sekitar fasiliti latihan mereka semalam, dipercayai sebagai langkah bagi menyekat sebarang cubaan mengintip muslihat pasukan menjelang aksi pusingan 16 terakhir menentang Belgium.",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,negative,0.0096128225326538,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-f466280c7acbe450,news,post,Media,Public User,https://www.hmetro.com.my/arena/bola-sepak/2026/07/1379775/tuchel-tunggu-lampu-hijau-turunkan-james,2026-07-05 17:04:08,"Tuchel tunggu lampu hijau turunkan James. Mexico City: Pertahanan England, Reece James masih bergelut dengan kecederaan hamstring dan belum pasti dapat diturunkan pada aksi pusingan 16 Piala Dunia menentang Mexico, pagi esok.",,ms,Seremban,NS-N21,Seremban,,,DAP Performance,negative,0.0459423780441284,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-06fec348591f1a66,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379773/niat-tangkap-ketam-nipah-berakhir-tragedi-mohd-afiq-ditemukan-meninggal,2026-07-05 17:03:39,"Niat tangkap ketam nipah berakhir tragedi, Mohd Afiq ditemukan meninggal dunia. Dungun: “Saya bersama beberapa rakan berusaha mencarinya tapi gagal. Pagi ini saya sangat sedih selepas dia ditemui meninggal dunia oleh pasukan penyelamat,” kata Mohd Hafis A Talib.",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,negative,0.0005999386310577,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-519945518842ba97,news,post,Media,Public User,https://www.hmetro.com.my/global/amerika-utara/2026/07/1379771/joey-chestnut-habiskan-70-sosej-dalam-10-minit,2026-07-05 17:00:32,"Joey Chestnut habiskan 70 sosej dalam 10 minit. New York: Joey Chestnut menambah satu lagi pencapaian dalam kerjaya pemakan kompetitif legendanya selepas memenangi Pertandingan Makan Sosej Nathan 2026, semalam.",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-0090b9e911c00ea0,news,post,Media,Public User,https://www.hmetro.com.my/rap/rapextra/2026/07/1379766/liza-hanim-rayu-henti-normalisasi-hina-rupa-paras,2026-07-05 16:53:47,Liza Hanim rayu henti normalisasi hina rupa paras. Kuala Lumpur: Penyanyi Liza Hanim mengakui pengalaman dihina dan dibandingkan daripada segi rupa paras ketika berusia 19 tahun meninggalkan trauma yang sukar dilupakan biarpun insiden itu berlaku lebih dua dekad lalu.,,ms,Seremban,NS-N21,Seremban,,,Other,positive,0.9967750191688536,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-6b1becd33c31e452,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379754/jakim-perkemas-garis-panduan-pengurusan-jenazah-susulan-kes-tular-kebumi,2026-07-05 16:29:12,"JAKIM perkemas garis panduan pengurusan jenazah susulan kes tular kebumi lewat. Bukit Mertajam: Jabatan Kemajuan Islam Malaysia (JAKIM) sedang memperkemaskan garis panduan pengurusan jenazah yang akan dijadikan rujukan pihak berkuasa agama seluruh negeri, susulan menangani isu tular membabitkan kelewatan pengebumian seorang kanak-kanak perempuan di Selangor, baru-baru ini.",,ms,Seremban,NS-N21,Seremban,,,Other,neutral,0.5,neutral,0,0,0,0.0,0,,,,,True,True,False,High,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
JHR-bb533eed35eaa852,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379752/warga-emas-kayuh-beca-bawa-isteri-lihat-pm-depan-mata,2026-07-05 16:28:57,"Warga emas kayuh beca, bawa isteri lihat PM depan mata. Batu Pahat: Bahang terik mentari bukan penghalang buat seorang warga emas berusia 86 tahun mengayuh beca sejauh hampir satu kilometer bagi menunaikan hajat isterinya melihat dengan lebih dekat Perdana Menteri Datuk Seri Anwar Ibrahim, yang singgah bersarapan di sebuah kedai makan di Senggarang di sini, hari ini.",,ms,Batu Pahat,JHR-N18,Batu Pahat,,,Other,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,,,,harakat_issue_20260705,0.0
NS-f38b27464da0bc12,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379747/lepasan-sekolah-belia-paling-terdedah-kepada-penyalahgunaan-dadah,2026-07-05 16:26:18,"Lepasan sekolah, belia paling terdedah kepada penyalahgunaan dadah. Labuan: Lepasan sekolah peringkat menengah termasuk mereka yang memiliki Sijil Pelajaran Malaysia (SPM) menjadi kumpulan utama terbabit penyalahgunaan dadah dan bahan terlarang, iaitu 68,619 individu atau 68.1 peratus yang direkodkan di seluruh negara.",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-e350c2ee512daa0e,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379743/ibu-anak-maut-dalam-perjalanan-ke-lapangan-terbang-mahu-pulang-ke-indonesia,2026-07-05 16:14:44,"Ibu, anak maut dalam perjalanan ke lapangan terbang, mahu pulang ke Indonesia. Pasir Puteh: Dua wanita warga Indonesia yang maut dalam kemalangan di hadapan Sekolah Kebangsaan (SK) Bukit Jawa 2, di sini, pagi semalam, dipercayai dalam perjalanan ke Lapangan Terbang Sultan Ismail Petra (LTSIP), Kota Bharu untuk pulang ke negara mereka selepas menziarahi ahli keluarga di Machang.",,ms,Seremban,NS-N21,Seremban,,,DAP Performance,positive,0.9961124062538148,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-b1605bb3f88bac86,news,post,Media,Public User,https://www.hmetro.com.my/rap/rapextra/2026/07/1379739/bau-rumah-arwah-pun-masih-ingat-shiha-zikir-kenang-12-tahun-pemergian,2026-07-05 16:00:59,"'Bau rumah arwah pun masih ingat' - Shiha Zikir kenang 12 tahun pemergian Sharifah Aini. Kuala Lumpur: Penyanyi dan pelakon, Shiha Zikir, 39, menyifatkan Biduanita Negara, Allahyarham Datuk Sharifah Aini sebagai insan seni paling hebat pernah dikenalinya kerana sikap suka membantu orang lain secara diam.",,ms,Seremban,NS-N21,Seremban,,,Other,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-3f6801b12880932b,news,post,Media,Public User,https://www.hmetro.com.my/global/asia/2026/07/1379737/mojtaba-khamenei-masih-belum-muncul-di-khalayak-ramai,2026-07-05 16:00:29,"Mojtaba Khamenei masih belum muncul di khalayak ramai. Tehran: Anak lelaki merangkap pengganti Ali Khamenei, Mojtaba Khamenei, yang dilaporkan cedera dalam serangan 28 Februari lalu, tidak kelihatan di khalayak ramai sejak dinamakan sebagai pemimpin tertinggi.",,ms,Seremban,NS-N21,Seremban,,,Other,negative,0.0004855155944823,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
JHR-0f39f9f66246c141,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379733/prn-johor-bn-tak-koyak-puad-sertai-ceramah-ph-cabaran-lain-lebih-besar,2026-07-05 15:54:32,"PRN Johor: BN tak 'koyak' Puad sertai ceramah PH, cabaran lain lebih besar. Kota Tinggi: Barisan Nasional (BN) tidak ‘koyak’ dengan tindakan bekas Ahli Majlis Kerja Tertinggi (MKT) UMNO, Datuk Dr Mohd Puad Zarkashi menghadiri ceramah Pakatan Harapan (PH), malam tadi.",,ms,Kota Tinggi,JHR-N31,Kota Tinggi,,,Other,negative,0.0004881262779236,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Johor,,,,,harakat_issue_20260705,0.0
JHR-d63555df58cd6e01,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379729/pembatalan-perolehan-nsm-kda-mohon-bincang-tuntutan-rm106-bilion,2026-07-05 15:47:07,Pembatalan perolehan NSM: KDA mohon bincang tuntutan RM1.06 bilion. Kota Tinggi: Syarikat Kongsberg Defence & Aerospace AS (KDA) memohon mengadakan perbincangan dengan Kementerian Pertahanan bagi menyelesaikan tuntutan RM1.06 bilion susulan pembatalan perolehan peluru berpandu anti kapal Naval Strike Missile (NSM) untuk Tentera Laut Diraja Malaysia (TLDM).,,ms,Kota Tinggi,JHR-N31,Kota Tinggi,,,Other,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,,,,harakat_issue_20260705,0.0
NS-a49d6f12fb79a356,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379727/buruh-dipenjara-empat-tahun-mengaku-salah-culik-lelaki-dan-curi-kereta,2026-07-05 15:42:17,"Buruh dipenjara empat tahun, mengaku salah culik lelaki dan curi kereta. Pasir Mas: Seorang buruh dijatuhi hukuman penjara empat tahun dan denda RM6,000 oleh Mahkamah Sesyen di sini, hari ini, atas dua pertuduhan menculik seorang lelaki dan mencuri sebuah kereta, di Tendong, di sini, bulan lalu.",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,negative,0.0004854083061218,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-0c19eaa3ac58b32e,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379725/dua-remaja-ditahan-rempuh-anggota-polis-ketika-lari-sekatan-jalan-raya,2026-07-05 15:38:53,"Dua remaja ditahan rempuh anggota polis ketika lari sekatan jalan raya. Seremban: Dua pelajar lelaki ditahan selepas dipercayai merempuh seorang anggota polis ketika cuba melarikan diri dari sekatan jalan raya dalam Ops Samseng Jalanan di Taman Panchor Jaya di sini, semalam.",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
JHR-5629be94ed552a2a,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379723/laporan-penuh-kes-letupan-bom-tangan-diserah-pertengahan-bulan-ini,2026-07-05 15:34:56,"Laporan penuh kes letupan bom tangan diserah pertengahan bulan ini. Kota Tinggi: Laporan penuh siasatan berhubung insiden letupan bom tangan yang mengorbankan dua anggota tentera di Lapang Sasar Kem Hobart, Gurun, Kedah dijangka diserahkan kepada Kementerian Pertahanan (MINDEF) pada pertengahan bulan ini.",,ms,Kota Tinggi,JHR-N31,Kota Tinggi,,,Other,positive,0.9497679650783538,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,,,,harakat_issue_20260705,0.0
NS-ee721924e15394f5,news,post,Media,Public User,https://www.hmetro.com.my/rap/rapextra/2026/07/1379719/nurel-baharin-kongsi-gambar-sudah-jadi-tunangan-orang,2026-07-05 15:28:24,"Nurel Baharin kongsi gambar sudah jadi tunangan orang. Kuala Lumpur: Pelakon, Nurel Baharin mencuri perhatian netizen selepas memuat naik gambar dan video majlis pertunangannya di Instagram, semalam.",,ms,Seremban,NS-N21,Seremban,,,PAS Factor,negative,0.1588934987783432,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
JHR-6b19c3966c73416f,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379717/orang-kata-anwar-banyak-juga-tak-betul-saya-setuju-tapi-kita-baik-pulih,2026-07-05 15:19:55,"'Orang kata Anwar banyak juga tak betul. Saya setuju, tapi kita baik pulih perlahan-lahan'. Batu Pahat: Perdana Menteri, Datuk Seri Anwar Ibrahim mengakui terdapat kelemahan dalam pentadbirannya, namun berjanji akan melakukan penambahbaikan secara berperingkat demi kepentingan rakyat.",,ms,Batu Pahat,JHR-N18,Batu Pahat,,,DAP Performance,negative,0.000483226776123,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Johor,,,,,harakat_issue_20260705,0.0
NS-987e2df432d999c5,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379715/angin-baratan-kencang-dijangka-melanda-sabah-sarawak-dan-semenanjung,2026-07-05 15:12:14,"Angin baratan kencang dijangka melanda Sabah, Sarawak dan Semenanjung bermula Rabu ini. Kuala Lumpur: Jabatan Meteorologi Malaysia (MetMalaysia) meramalkan penumpuan angin baratan kencang yang berpotensi membawa cuaca buruk di beberapa kawasan bermula Rabu ini.",,ms,Seremban,NS-N21,Seremban,,,Other,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-fd59b97df6bf7dca,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379713/33-tahun-hidup-bagai-pelarian-hasrat-amirul-mahu-kahwin-tertangguh-kerana,2026-07-05 15:06:43,"33 tahun hidup bagai 'pelarian', hasrat Amirul mahu kahwin tertangguh kerana tiada MyKad. Besut: Seorang lelaki terpaksa hidup bagaikan pelarian kerana tidak mempunyai sebarang dokumen pengenalan diri sejak 33 tahun lalu.",,ms,Seremban,NS-N21,Seremban,,,Other,negative,0.0937984317541122,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
JHR-52c07523fe83ac5f,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379711/bn-angkat-orang-muda-harap-beri-sokongan-pada-onn-hafiz-ahmad-zahid,2026-07-05 14:59:56,"BN angkat orang muda, harap beri sokongan pada Onn Hafiz - Ahmad Zahid. Iskandar Puteri: Barisan Nasional (BN) mengangkat semula tokoh orang muda iaitu Datuk Onn Hafiz Ghazi untuk terus mentadbir Johor dan mengharapkan golongan muda di negeri ini memberikan sokongan kepada pemimpin politik itu.",,ms,Iskandar Puteri,JHR-N49,Johor Bahru,,,Other,positive,0.9979963362216948,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,,,,harakat_issue_20260705,0.0
JHR-78fdadcb2e44261e,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379709/dap-tidak-pernah-pertikai-hak-melayu-kerajaan-adil-pada-semua-kaum-pm,2026-07-05 14:58:35,"DAP tidak pernah pertikai hak Melayu, kerajaan adil pada semua kaum - PM. Muar: Perdana Menteri Datuk Seri Anwar Ibrahim menegaskan bahawa DAP tidak pernah mempertikai hak orang Melayu, sekali gus menyangkal naratif pihak tertentu yang cuba menggambarkan parti itu sebagai sebuah pertubuhan perkauman.",,ms,Muar,JHR-N14,Muar,,,DAP Performance,negative,0.000488930940628,neutral,0,0,0,0.0,0,,,,,True,False,False,High,Johor,,,,,harakat_issue_20260705,0.0
NS-4c56062d958113e4,news,post,Media,Public User,https://www.hmetro.com.my/global/eropah/2026/07/1379707/pesakit-pertama-ebola-di-perancis-disahkan-sembuh,2026-07-05 14:57:11,"Pesakit pertama Ebola di Perancis disahkan sembuh. Paris: Menteri Kesihatan Perancis, Stéphanie Rist mengumumkan pesakit pertama yang disahkan menghidap Ebola di bumi Perancis berjaya sembuh, sekali gus mengesahkan individu itu dibenarkan keluar dari hospital selepas menerima rawatan perubatan yang diperlukan, lapor Agensi Berita Emiriah (WAM).",,ms,Seremban,NS-N21,Seremban,,,DAP Performance,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-45a20c60929382f4,news,post,Media,Public User,https://www.hmetro.com.my/mutakhir/2026/07/1379705/bukan-perbalahan-itu-hanya-saling-tegur-menegur-untuk-check-and-balance-tok,2026-07-05 14:54:21,"Bukan perbalahan, itu hanya saling tegur menegur untuk 'check and balance' - Tok Mat. Seremban: “Itu hanya asam garam kempen, tak ada apa-apa, itu biasa... saya tak nampak itu satu perbalahan (pertikaman lidah),” kata Timbalan Pengerusi Barisan Nasional (BN) Datuk Seri Mohamad Hasan.",,en,Seremban,NS-N21,Seremban,,,Other,negative,0.057787075638771,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-aabe064530a90273,news,post,Media,Public User,https://www.utusan.com.my/nasional/2026/07/tiga-beranak-diberkas-tipu-warga-emas/?utm_source=rss&utm_medium=rss&utm_campaign=tiga-beranak-diberkas-tipu-warga-emas,2026-07-05 10:35:07,"Tiga beranak diberkas tipu warga emas. IPOH: Taktik licik tiga beranak memperdaya warga emas kononnya menawarkan bantuan kebajikan berakhir apabila mereka diberkas polis dalam serbuan di sebuah pangsapuri di Semenyih, Selangor, Jumaat lalu. Suspek wanita bersama seorang anak lelaki dan perempuan berusia antara 22 hingga 50 tahun itu ditahan pada pukul 4.10 petang oleh sepasukan anggota polis dari Bahagian Siasatan Jenayah ... Read more
The post Tiga beranak diberkas tipu warga emas appeared first on Utusan Malaysia.",,en,Seremban,NS-N21,Seremban,,,PAS Factor,negative,0.0008013725280761,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-e14e3c745310bd45,news,post,Media,Public User,https://www.utusan.com.my/gaya/hiburan/2026/07/sudah-berusia-baru-popular/?utm_source=rss&utm_medium=rss&utm_campaign=sudah-berusia-baru-popular,2026-07-05 10:30:34,"Sudah berusia baru popular. Dalam industri hiburan Hollywood, ramai yang percaya kejayaan perlu diraih ketika usia muda. Namun, hakikatnya tidak semua bintang terkenal menempuh jalan yang sama. Ada yang terpaksa menunggu puluhan tahun, bergelut dengan watak-watak kecil dan mengharungi pelbagai sepak terajang industri sebelum diberi peluang untuk membuktikan kemampuan sebenar. Walaupun mengambil masa lama untuk mencipta nama, mereka akhirnya ... Read more
The post Sudah berusia baru popular appeared first on Utusan Malaysia.",,en,Seremban,NS-N21,Seremban,,,Other,positive,0.997826462984085,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-de2d4badb00c4a98,news,post,Media,Public User,https://www.utusan.com.my/berita/2026/07/pahang-peruntuk-rm3-5-juta-untuk-pembangunan-sukan/?utm_source=rss&utm_medium=rss&utm_campaign=pahang-peruntuk-rm3-5-juta-untuk-pembangunan-sukan,2026-07-05 10:17:07,"Pahang peruntuk RM3.5 juta untuk pembangunan sukan. KUANTAN: Komitmen kerajaan negeri dalam memperkasakan pembangunan sukan diterjemahkan menerusi peruntukan berjumlah RM3.5 juta tahun ini bagi menganjurkan liga melibatkan tiga sukan utama negeri iaitu bola sepak, bola jaring dan sepak takraw. Menteri Besar, Datuk Seri Wan Rosdy Wan Ismail berkata, daripada jumlah itu, RM2 juta diperuntukkan bagi penganjuran liga bola sepak, RM1 juta untuk ... Read more
The post Pahang peruntuk RM3.5 juta untuk pembangunan sukan appeared first on Utusan Malaysia.",,en,Seremban,NS-N21,Seremban,,,Other,positive,0.9994033336639404,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
JHR-08713573c6589a99,news,post,Media,Public User,https://www.utusan.com.my/nasional/2026/07/prn-johor-kayu-ukur-sokongan-rakyat-terhadap-anwar-mohd-syahir/?utm_source=rss&utm_medium=rss&utm_campaign=prn-johor-kayu-ukur-sokongan-rakyat-terhadap-anwar-mohd-syahir,2026-07-05 10:14:30,"PRN Johor kayu ukur sokongan rakyat terhadap Anwar – Mohd. Syahir. PETALING JAYA: Pilihan Raya Negeri (PRN) Johor disifatkan sebagai kayu ukur bagi menentukan sokongan rakyat di Semenanjung terhadap kepimpinan Perdana Menteri, Datuk Seri Anwar Ibrahim. Ahli Parlimen Bachok, Mohd. Syahir Che Sulaiman berkata, meskipun Anwar menyatakan beliau tetap Perdana Menteri sama ada menang atau kalah PRN Johor, keputusan pilihan raya itu tetap menjadi isyarat penting ... Read more
The post PRN Johor kayu ukur sokongan rakyat terhadap Anwar &#8211; Mohd. Syahir appeared first on Utusan Malaysia.",,en,Johor Bahru,JHR-N48,Johor Bahru,,,DAP Performance,positive,0.9992275953292846,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Johor,,,,,harakat_issue_20260705,0.0
NS-affa9ebb786a4c63,news,post,Media,Public User,https://www.utusan.com.my/nasional/2026/07/fsk-uitm-lancar-tiga-perkhidmatan-baharu-kesihatan-komuniti/?utm_source=rss&utm_medium=rss&utm_campaign=fsk-uitm-lancar-tiga-perkhidmatan-baharu-kesihatan-komuniti,2026-07-05 10:03:51,"FSK UiTM lancar tiga perkhidmatan baharu kesihatan komuniti. PUNCAK ALAM: Fakulti Sains Kesihatan (FSK), Universiti Teknologi Mara (UiTM) melancarkan tiga perkhidmatan baharu bagi memperkukuh penawaran kesihatan dan kesejahteraan komuniti. Tiga perkhidmatan itu ialah Perkhidmatan Eksekutif Pusat Rehabilitasi dan Perkhidmatan Klinikal (PRPK) FSK, Unit Perkembangan dan Intervensi Awal Kanak-kanak (Ui-PEKA) FSK serta Perkhidmatan Psikologi Kesihatan. FSK UiTM dalam kenyataan berkata, ketiga-tiga perkhidmatan itu dijangka ... Read more
The post FSK UiTM lancar tiga perkhidmatan baharu kesihatan komuniti appeared first on Utusan Malaysia.",,en,Seremban,NS-N21,Seremban,,,Other,neutral,0.5,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-dee55587350b7bb8,news,post,Media,Public User,https://www.utusan.com.my/gaya/hiburan/2026/07/para-perasuk-membunuh-sunyi-antara-nyata-dan-khayal/?utm_source=rss&utm_medium=rss&utm_campaign=para-perasuk-membunuh-sunyi-antara-nyata-dan-khayal,2026-07-05 10:00:04,"Para Perasuk: Membunuh sunyi, antara nyata dan khayal. KETIKA Bayu (Angga Yunanda) menyangkal cita-cita bapa menjual rumah, tanah dan menyatakan sumpah cintanya kepada hidupnya di Latas, kita tahu lelaki itu sudah pernah merasai dinginnya sebuah kesepian. Lampu-lampu kota, kebuluran dan keserabutan Jakarta mengikis semangatnya hari demi hari. Namun Latas dan kawan-kawan di sanggar memberinya makna bahagia, dia kembali ketawa. Sanggar dan Pesta Sambetan ... Read more
The post Para Perasuk: Membunuh sunyi, antara nyata dan khayal appeared first on Utusan Malaysia.",,en,Seremban,NS-N21,Seremban,,,Gerakan and PN,positive,0.9798819482326506,neutral,0,0,0,0.0,0,,,,,False,False,False,Low,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-a3875403240ecec9,news,post,Media,Public User,https://www.utusan.com.my/gaya/hiburan/2026/07/bukan-pelawak-tak-kelakar-tapi-zaman-sudah-berubah-shuib/?utm_source=rss&utm_medium=rss&utm_campaign=bukan-pelawak-tak-kelakar-tapi-zaman-sudah-berubah-shuib,2026-07-05 09:30:25,"Bukan pelawak tak kelakar, tapi zaman sudah berubah – Shuib. Persoalan sama ada industri komedi tempatan semakin malap kembali menjadi perhatian apabila pelawak, Ieda Moin baru-baru ini menyifatkan dunia komedi di negara ini seolah-olah ‘tidur’ berikutan kekurangan platform untuk pelawak berkarya. Kononnya, situasi itu menyebabkan ramai pelawak terpaksa mencari sumber pendapatan lain seperti berniaga atau aktif di media sosial kerana peluang dalam industri semakin terhad. ... Read more
The post Bukan pelawak tak kelakar, tapi zaman sudah berubah &#8211; Shuib appeared first on Utusan Malaysia.",,en,Seremban,NS-N21,Seremban,,,DAP Performance,negative,0.0004815280437469,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
NS-aec631a62325a670,news,post,Media,Public User,https://www.utusan.com.my/nasional/2026/07/pemandu-mengantuk-punca-suv-terbabas-rempuh-surau-sekolah/?utm_source=rss&utm_medium=rss&utm_campaign=pemandu-mengantuk-punca-suv-terbabas-rempuh-surau-sekolah,2026-07-05 09:20:41,"Pemandu mengantuk punca SUV terbabas rempuh surau sekolah. PASIR PUTEH: Nahas yang mengorbankan dua beranak warga Indonesia dipercayai berpunca daripada pemandu kenderaan utiliti sukan (SUV) tersebut mengantuk sebelum terbabas merempuh surau Sekolah Kebangsaan (SK) Bukit Jawa 2 di Kilometer 3, Jalan Selising-Kok Lanas, dekat sini hari ini. Dalam kejadian kira-kira pukul 7 pagi itu, wanita berusia 45 tahun dan ibunya berusia 67 tahun ... Read more
The post Pemandu mengantuk punca SUV terbabas rempuh surau sekolah appeared first on Utusan Malaysia.",,en,Seremban,NS-N21,Seremban,,,PAS Factor,negative,0.032708103954792,neutral,0,0,0,0.0,0,,,,,False,False,False,Medium,Negeri Sembilan,,,,,harakat_issue_20260705,0.0
